ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0031331;positive regulation of cellular catabolic process;1/260;77/21505;0.608703174357472;0.7556315267885859;0.6122014684629747;ATWRKY33;1
GO:0032535;regulation of cellular component size;1/260;77/21505;0.608703174357472;0.7556315267885859;0.6122014684629747;anac036;1
GO:0090066;regulation of anatomical structure size;1/260;77/21505;0.608703174357472;0.7556315267885859;0.6122014684629747;anac036;1
GO:0051301;cell division;3/260;260/21505;0.6111281690728824;0.7575534262252085;0.6137585629139422;KINESIN-12B/ACS6/ATERF6;3
GO:0034285;response to disaccharide;1/260;78/21505;0.6134510357849061;0.7593434024615456;0.6152087751424561;BGLU30;1
GO:0000819;sister chromatid segregation;1/260;79/21505;0.6181415071852854;0.7618748390985542;0.6172597076029954;"NA";1
GO:0007276;gamete generation;1/260;79/21505;0.6181415071852854;0.7618748390985542;0.6172597076029954;KINESIN-12B;1
GO:0008202;steroid metabolic process;1/260;79/21505;0.6181415071852854;0.7618748390985542;0.6172597076029954;AtSOT1;1
GO:0090558;plant epidermis development;3/260;267/21505;0.6290474417720386;0.7742122360271245;0.6272552838182721;ABCB4/ATBCA1/GIS;3
GO:0010015;root morphogenesis;3/260;268/21505;0.6315605875052845;0.7754835073879683;0.6282852490411781;ATP8/ABCB4/ATPLT5;3
GO:0010638;positive regulation of organelle organization;1/260;82/21505;0.6318754504642705;0.7754835073879683;0.6282852490411781;"NA";1
GO:0009896;positive regulation of catabolic process;1/260;83/21505;0.6363431899442358;0.7775477143862344;0.6299576389703289;ATWRKY33;1
GO:0009967;positive regulation of signal transduction;1/260;83/21505;0.6363431899442358;0.7775477143862344;0.6299576389703289;ATWRKY70;1
GO:1901136;carbohydrate derivative catabolic process;1/260;83/21505;0.6363431899442358;0.7775477143862344;0.6299576389703289;BGLU30;1
GO:0006928;movement of cell or subcellular component;1/260;84/21505;0.6407569127812487;0.7775477143862344;0.6299576389703289;KINESIN-12B;1
GO:0010029;regulation of seed germination;1/260;84/21505;0.6407569127812487;0.7775477143862344;0.6299576389703289;GATA21;1
GO:0023056;positive regulation of signaling;1/260;84/21505;0.6407569127812487;0.7775477143862344;0.6299576389703289;ATWRKY70;1
GO:0070592;cell wall polysaccharide biosynthetic process;1/260;84/21505;0.6407569127812487;0.7775477143862344;0.6299576389703289;OSU1;1
GO:0140014;mitotic nuclear division;1/260;84/21505;0.6407569127812487;0.7775477143862344;0.6299576389703289;"NA";1
GO:0006873;cellular ion homeostasis;2/260;180/21505;0.6425806324566029;0.7786671338604557;0.6308645760443506;MCU4/ATGLR1.2;2
GO:0048229;gametophyte development;5/260;456/21505;0.6484677186428148;0.7811616976743402;0.632885634689859;KINESIN-12B/ATBT2/AGK2/AtIQM1/WYR;5
GO:0032880;regulation of protein localization;1/260;86/21505;0.6494249030815775;0.7811616976743402;0.632885634689859;"NA";1
GO:0044264;cellular polysaccharide metabolic process;3/260;277/21505;0.6536486665053807;0.7811616976743402;0.632885634689859;ADO3/OSU1/AtNUDT7;3
GO:0000724;double-strand break repair via homologous recombination;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;"NA";1
GO:0006323;DNA packaging;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;"NA";1
GO:0010026;trichome differentiation;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;GIS;1
GO:0010647;positive regulation of cell communication;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;ATWRKY70;1
GO:0044038;cell wall macromolecule biosynthetic process;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;OSU1;1
GO:0048582;positive regulation of post-embryonic development;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;ADO3;1
GO:0070589;cellular component macromolecule biosynthetic process;1/260;87/21505;0.6536804484010972;0.7811616976743402;0.632885634689859;OSU1;1
GO:0071695;anatomical structure maturation;2/260;186/21505;0.6602457311415039;0.7867959272244759;0.6374504040013115;ABCB4/AATP1;2
GO:0055080;cation homeostasis;3/260;280/21505;0.6607984359221486;0.7867959272244759;0.6374504040013115;LAC3/MCU4/ATGLR1.2;3
GO:0009812;flavonoid metabolic process;1/260;89/21505;0.6620377767270763;0.7867959272244759;0.6374504040013115;UGT73C6;1
GO:0080147;root hair cell development;1/260;89/21505;0.6620377767270763;0.7867959272244759;0.6374504040013115;ABCB4;1
GO:0009630;gravitropism;1/260;90/21505;0.6661407921384961;0.7905846763841492;0.6405199924408616;ABCB4;1
GO:0000725;recombinational repair;1/260;91/21505;0.6701941843422778;0.7932161305092166;0.6426519575884856;"NA";1
GO:0090626;plant epidermis morphogenesis;1/260;91/21505;0.6701941843422778;0.7932161305092166;0.6426519575884856;GIS;1
GO:0007010;cytoskeleton organization;3/260;285/21505;0.6724775159553184;0.7939005272457207;0.6432064456851904;ATFH4/NA/KINESIN-12B;3
GO:0010565;regulation of cellular ketone metabolic process;1/260;92/21505;0.6741985512083939;0.7939005272457207;0.6432064456851904;CAD1;1
GO:0000280;nuclear division;2/260;191/21505;0.6744280061869485;0.7939005272457207;0.6432064456851904;NA/KINESIN-12B;2
GO:0009908;flower development;5/260;470/21505;0.674447901618471;0.7939005272457207;0.6432064456851904;ADO3/EVR/ATWRKY70/GATA21/HIPP3;5
GO:0055072;iron ion homeostasis;1/260;93/21505;0.6781544834311473;0.7971775152170222;0.6458614127915688;LAC3;1
GO:0048609;multicellular organismal reproductive process;2/260;193/21505;0.6799653169272791;0.7982201546537625;0.6467061438167057;KINESIN-12B/AATP1;2
GO:0060341;regulation of cellular localization;1/260;94/21505;0.6820625646149647;0.7992645505003193;0.6475522978590551;"NA";1
GO:0015979;photosynthesis;2/260;194/21505;0.6827051368856895;0.7992645505003193;0.6475522978590551;STZ/ATBCA1;2
GO:1901617;organic hydroxy compound biosynthetic process;2/260;195/21505;0.6854258115182836;0.7997810969693928;0.6479707961557581;ATICS1/UGT73C6;2
GO:0018105;peptidyl-serine phosphorylation;1/260;95/21505;0.6859233713591668;0.7997810969693928;0.6479707961557581;ATCDPK3;1
GO:0051656;establishment of organelle localization;1/260;95/21505;0.6859233713591668;0.7997810969693928;0.6479707961557581;"NA";1
GO:0018209;peptidyl-serine modification;1/260;96/21505;0.689737473341727;0.8020634952452922;0.6498199614255838;ATCDPK3;1
GO:0051130;positive regulation of cellular component organization;1/260;96/21505;0.689737473341727;0.8020634952452922;0.6498199614255838;"NA";1
GO:0051128;regulation of cellular component organization;4/260;387/21505;0.6910156717099731;0.8024698123083559;0.6501491534905661;SAUR78/NA/atPARG2/AtPOT1b;4
GO:0098771;inorganic ion homeostasis;3/260;296/21505;0.6971288599578016;0.8064321630334569;0.6533593913465507;LAC3/MCU4/ATGLR1.2;3
GO:0009629;response to gravity;1/260;98/21505;0.6972278076226763;0.8064321630334569;0.6533593913465507;ABCB4;1
GO:0010256;endomembrane system organization;1/260;98/21505;0.6972278076226763;0.8064321630334569;0.6533593913465507;p24delta5;1
GO:0032504;multicellular organism reproduction;2/260;200/21505;0.698744166369899;0.8071055611545357;0.6539049685279804;KINESIN-12B/AATP1;2
GO:0034976;response to endoplasmic reticulum stress;1/260;99/21505;0.7009051454102273;0.8085207551861634;0.6550515377665677;ATRMA1;1
GO:0021700;developmental maturation;2/260;204/21505;0.7090607400151759;0.8168379724974826;0.6617900240141642;ABCB4/AATP1;2
GO:0006732;coenzyme metabolic process;2/260;206/21505;0.7141078335996529;0.8215568152198404;0.6656131604790373;ATICS1/GGP;2
GO:0006888;endoplasmic reticulum to Golgi vesicle-mediated transport;1/260;103/21505;0.7151748911454681;0.8216903004650059;0.6657213082471112;p24delta5;1
GO:0006073;cellular glucan metabolic process;2/260;207/21505;0.7166038334042936;0.8222386614360022;0.6661655821819462;ADO3/AtNUDT7;2
GO:0045333;cellular respiration;1/260;104/21505;0.7186350597419628;0.8234757183250079;0.6671678273466499;"NA";1
GO:0044242;cellular lipid catabolic process;1/260;105/21505;0.7220533525538448;0.8262968166973801;0.6694534394538959;ATGA2OX2;1
GO:0044270;cellular nitrogen compound catabolic process;2/260;210/21505;0.723982535025893;0.8274086114581635;0.6703541990980492;ATBCA1/BETA;2
GO:0000910;cytokinesis;1/260;106/21505;0.7254302744387047;0.8279679750528941;0.6708073871956318;KINESIN-12B;1
GO:0044042;glucan metabolic process;2/260;212/21505;0.7288113471528175;0.8307295566491218;0.6730447796925755;ADO3/AtNUDT7;2
GO:1903047;mitotic cell cycle process;2/260;214/21505;0.7335686251163434;0.8341091454062353;0.6757828724356073;NA/KINESIN-12B;2
GO:0048764;trichoblast maturation;1/260;109/21505;0.7353177725920348;0.8341091454062353;0.6757828724356073;ABCB4;1
GO:0048765;root hair cell differentiation;1/260;109/21505;0.7353177725920348;0.8341091454062353;0.6757828724356073;ABCB4;1
GO:0001558;regulation of cell growth;1/260;110/21505;0.7385341391617708;0.8341091454062353;0.6757828724356073;SAUR78;1
GO:0005996;monosaccharide metabolic process;1/260;110/21505;0.7385341391617708;0.8341091454062353;0.6757828724356073;GGP;1
GO:0048469;cell maturation;1/260;110/21505;0.7385341391617708;0.8341091454062353;0.6757828724356073;ABCB4;1
GO:0062012;regulation of small molecule metabolic process;1/260;110/21505;0.7385341391617708;0.8341091454062353;0.6757828724356073;CAD1;1
GO:0015931;nucleobase-containing compound transport;1/260;112/21505;0.7448505333983082;0.840144726966238;0.6806728111994985;AAC2;1
GO:0046034;ATP metabolic process;1/260;114/21505;0.7510149112862861;0.8417204500683777;0.681949438712806;atPARG2;1
GO:0140013;meiotic nuclear division;1/260;114/21505;0.7510149112862861;0.8417204500683777;0.681949438712806;KINESIN-12B;1
GO:0045944;positive regulation of transcription by RNA polymerase II;2/260;222/21505;0.7518952287945099;0.8417204500683777;0.681949438712806;NA/AT-HSFB1;2
GO:1905392;plant organ morphogenesis;4/260;422/21505;0.7535270135943481;0.8417204500683777;0.681949438712806;ATP8/anac036/ABCB4/ATPLT5;4
GO:0009965;leaf morphogenesis;1/260;115/21505;0.7540412365195883;0.8417204500683777;0.681949438712806;anac036;1
GO:0010054;trichoblast differentiation;1/260;115/21505;0.7540412365195883;0.8417204500683777;0.681949438712806;ABCB4;1
GO:0016042;lipid catabolic process;1/260;115/21505;0.7540412365195883;0.8417204500683777;0.681949438712806;ATGA2OX2;1
GO:0031329;regulation of cellular catabolic process;1/260;115/21505;0.7540412365195883;0.8417204500683777;0.681949438712806;ATWRKY33;1
GO:0051240;positive regulation of multicellular organismal process;1/260;117/21505;0.759984396566596;0.8461456009241929;0.685534630378397;ADO3;1
GO:0050801;ion homeostasis;3/260;328/21505;0.7608334872166351;0.8461456009241929;0.685534630378397;LAC3/MCU4/ATGLR1.2;3
GO:0006869;lipid transport;1/260;118/21505;0.7629021100925304;0.8461456009241929;0.685534630378397;ABCG40;1
GO:0015980;energy derivation by oxidation of organic compounds;1/260;118/21505;0.7629021100925304;0.8461456009241929;0.685534630378397;"NA";1
GO:0098813;nuclear chromosome segregation;1/260;118/21505;0.7629021100925304;0.8461456009241929;0.685534630378397;"NA";1
GO:0006605;protein targeting;2/260;228/21505;0.7649211172328522;0.8472972375502363;0.686467669311534;AT-SYR1/ATSYP122;2
GO:0009658;chloroplast organization;2/260;229/21505;0.7670336645987826;0.8485494061630579;0.6874821577709961;NA/GATA21;2
GO:0010564;regulation of cell cycle process;1/260;120/21505;0.768631961476149;0.8492301978457707;0.6880337251065273;"NA";1
GO:0050790;regulation of catalytic activity;3/260;333/21505;0.7697439138420297;0.8493725945843086;0.6881490928345094;NA/ATBT2/AtPOT1b;3
GO:0048285;organelle fission;2/260;234/21505;0.7773511909438399;0.85667274104015;0.6940635633427142;NA/KINESIN-12B;2
GO:0048878;chemical homeostasis;4/260;440/21505;0.781681540692542;0.8599990745335081;0.6967585094600182;LAC3/MCU4/ATGLR1.2/GATA21;4
GO:1905393;plant organ formation;1/260;125/21505;0.7823602691936775;0.8599990745335081;0.6967585094600182;ATPLT5;1
GO:0071103;DNA conformation change;1/260;127/21505;0.7876215944537579;0.8646824111919275;0.7005528794379041;"NA";1
GO:0048437;floral organ development;2/260;240/21505;0.7892044171557764;0.8653190489925228;0.7010686739522753;EVR/ATWRKY70;2
GO:0007059;chromosome segregation;1/260;128/21505;0.7902045482119218;0.8653190489925228;0.7010686739522753;"NA";1
GO:0051094;positive regulation of developmental process;1/260;129/21505;0.792756207353284;0.8670143837382752;0.7024422090472137;ADO3;1
GO:0010053;root epidermal cell differentiation;1/260;130/21505;0.7952769495916889;0.8686716617537538;0.7037849111430876;ABCB4;1
GO:0006302;double-strand break repair;1/260;134/21505;0.8050581459812891;0.8760330455010502;0.70974899519761;"NA";1
GO:0009894;regulation of catabolic process;1/260;134/21505;0.8050581459812891;0.8760330455010502;0.70974899519761;ATWRKY33;1
GO:0043085;positive regulation of catalytic activity;1/260;134/21505;0.8050581459812891;0.8760330455010502;0.70974899519761;ATBT2;1
GO:0055076;transition metal ion homeostasis;1/260;139/21505;0.8166324863805828;0.8875100229343692;0.71904747228479;LAC3;1
GO:0010383;cell wall polysaccharide metabolic process;1/260;144/21505;0.8275221060369229;0.8982149492662078;0.7277204450073443;OSU1;1
GO:0006633;fatty acid biosynthetic process;1/260;147/21505;0.8337441018606743;0.902903064311273;0.7315186863633;PLA;1
GO:0006259;DNA metabolic process;4/260;479/21505;0.8339313024541619;0.902903064311273;0.7315186863633;NA/atPARG2/ATBT2/AtPOT1b;4
GO:0007346;regulation of mitotic cell cycle;1/260;149/21505;0.8377673648745633;0.9047887540645284;0.7330464442652429;"NA";1
GO:0016114;terpenoid biosynthetic process;1/260;149/21505;0.8377673648745633;0.9047887540645284;0.7330464442652429;ATGA2OX2;1
GO:0006511;ubiquitin-dependent protein catabolic process;4/260;487/21505;0.8432610955681158;0.9095850019611137;0.736932293255532;ADO3/ATRMA1/AIP2/NA;4
GO:0032787;monocarboxylic acid metabolic process;4/260;489/21505;0.8455238530020697;0.910888539892504;0.7379884003758714;CAD1/ATICS1/PLA/AOC3;4
GO:1903046;meiotic cell cycle process;1/260;154/21505;0.847406252534096;0.9117795793143947;0.7387103073149031;KINESIN-12B;1
GO:0048638;regulation of developmental growth;1/260;157/21505;0.852913491181257;0.9165637517171717;0.742586372919005;AGK2;1
GO:0090627;plant epidermal cell differentiation;1/260;158/21505;0.8547048764301268;0.916969010390574;0.7429147074923633;ABCB4;1
GO:0019941;modification-dependent protein catabolic process;4/260;499/21505;0.8564302809042481;0.916969010390574;0.7429147074923633;ADO3/ATRMA1/AIP2/NA;4
GO:0015672;monovalent inorganic cation transport;1/260;159/21505;0.856474527066196;0.916969010390574;0.7429147074923633;AMT2;1
GO:0016054;organic acid catabolic process;1/260;161/21505;0.8599496721249726;0.9184134940864973;0.7440850067830418;ATGA2OX2;1
GO:0046395;carboxylic acid catabolic process;1/260;161/21505;0.8599496721249726;0.9184134940864973;0.7440850067830418;ATGA2OX2;1
GO:0006310;DNA recombination;1/260;162/21505;0.8616556824907667;0.9190993946568179;0.7446407132636256;"NA";1
GO:0000226;microtubule cytoskeleton organization;1/260;164/21505;0.8650058455397449;0.921462186210378;0.7465550119760006;KINESIN-12B;1
GO:0044262;cellular carbohydrate metabolic process;3/260;401/21505;0.8660038138921607;0.921462186210378;0.7465550119760006;ADO3/OSU1/AtNUDT7;3
GO:0051321;meiotic cell cycle;1/260;170/21505;0.8745791175069351;0.9294420141771118;0.7530201503749749;KINESIN-12B;1
GO:0009657;plastid organization;2/260;299/21505;0.8790814347982642;0.9319634247055358;0.755062959830874;NA/GATA21;2
GO:0044036;cell wall macromolecule metabolic process;1/260;173/21505;0.8791090175173746;0.9319634247055358;0.755062959830874;OSU1;1
GO:0006721;terpenoid metabolic process;1/260;176/21505;0.8834759150180771;0.9354450864897287;0.7578837506282524;ATGA2OX2;1
GO:0009832;plant-type cell wall biogenesis;1/260;180/21505;0.8890549554022751;0.9402000997155027;0.7617361918991341;OSU1;1
GO:0048193;Golgi vesicle transport;1/260;182/21505;0.8917438681779724;0.9418908338701322;0.7631059996633016;p24delta5;1
GO:0006281;DNA repair;2/260;312/21505;0.893423048441309;0.9425122269270952;0.76360944311223;NA/atPARG2;2
GO:0008299;isoprenoid biosynthetic process;1/260;185/21505;0.8956559923355929;0.9434647699323584;0.7643811793433459;ATGA2OX2;1
GO:0046686;response to cadmium ion;2/260;316/21505;0.8975086042709056;0.9434647699323584;0.7643811793433459;PLA/NA;2
GO:0010038;response to metal ion;3/260;433/21505;0.8976018991717576;0.9434647699323584;0.7643811793433459;AR781/PLA/NA;3
GO:0000278;mitotic cell cycle;2/260;320/21505;0.9014484179119782;0.946356540797022;0.7667240492568466;NA/KINESIN-12B;2
GO:0016570;histone modification;1/260;196/21505;0.9088332425601917;0.9529513611310748;0.7720670749904541;atPARG2;1
GO:0010016;shoot system morphogenesis;1/260;197/21505;0.9099456062062731;0.9529612166814788;0.7720750598113832;anac036;1
GO:0006644;phospholipid metabolic process;1/260;199/21505;0.912129934680572;0.9540923287699931;0.7729914700682814;ATLPP1;1
GO:0016569;covalent chromatin modification;1/260;202/21505;0.9153078566641427;0.9556590484959354;0.7742608031795775;atPARG2;1
GO:0048468;cell development;2/260;336/21505;0.9158399214752715;0.9556590484959354;0.7742608031795775;ABCB4/GIS;2
GO:0009555;pollen development;2/260;340/21505;0.9191173760805771;0.9579220903903722;0.7760942861959036;KINESIN-12B/ATBT2;2
GO:0016049;cell growth;3/260;466/21505;0.9230321391528267;0.9587425851261949;0.7767590388753893;AT-EXP1/SAUR78/ABCB4;3
GO:0019953;sexual reproduction;1/260;210/21505;0.9232336004918913;0.9587425851261949;0.7767590388753893;KINESIN-12B;1
GO:0044703;multi-organism reproductive process;1/260;210/21505;0.9232336004918913;0.9587425851261949;0.7767590388753893;KINESIN-12B;1
GO:0006974;cellular response to DNA damage stimulus;2/260;350/21505;0.9267949432890308;0.9612855114066298;0.7788192800748159;NA/atPARG2;2
GO:0006720;isoprenoid metabolic process;1/260;216/21505;0.9286889843990986;0.9615826137114857;0.7790599879606944;ATGA2OX2;1
GO:0007017;microtubule-based process;1/260;218/21505;0.9304202141930579;0.9615826137114857;0.7790599879606944;KINESIN-12B;1
GO:0048588;developmental cell growth;1/260;218/21505;0.9304202141930579;0.9615826137114857;0.7790599879606944;ABCB4;1
GO:0006325;chromatin organization;2/260;357/21505;0.9317556149625466;0.9618122477032738;0.7792460340188562;NA/atPARG2;2
GO:0055086;nucleobase-containing small molecule metabolic process;2/260;362/21505;0.9351030592449261;0.964115803326511;0.7811123406580529;atPARG2/AGK2;2
GO:0031399;regulation of protein modification process;1/260;228/21505;0.9384681068270702;0.966431995588306;0.7829888853145996;atPARG2;1
GO:0006631;fatty acid metabolic process;1/260;235/21505;0.9435430661444991;0.9705014394629133;0.7862858884537494;PLA;1
GO:0044282;small molecule catabolic process;1/260;238/21505;0.9455883096871716;0.9711901844276483;0.7868438994205484;ATGA2OX2;1
GO:0060560;developmental growth involved in morphogenesis;2/260;381/21505;0.9464608047315738;0.9711901844276483;0.7868438994205484;AT-EXP1/ABCB4;2
GO:0072594;establishment of protein localization to organelle;1/260;252/21505;0.9541986299827586;0.9767928274712933;0.7913830778123905;"NA";1
GO:0006357;regulation of transcription by RNA polymerase II;2/260;397/21505;0.9545357074278586;0.9767928274712933;0.7913830778123905;NA/AT-HSFB1;2
GO:0000904;cell morphogenesis involved in differentiation;1/260;254/21505;0.955312429644957;0.9767928274712933;0.7913830778123905;GIS;1
GO:0042546;cell wall biogenesis;1/260;261/21505;0.9590024666880355;0.9794067744899084;0.7935008589617315;OSU1;1
GO:0009117;nucleotide metabolic process;1/260;267/21505;0.9619227271262323;0.9811709420351024;0.7949301613710321;AGK2;1
GO:0006753;nucleoside phosphate metabolic process;1/260;271/21505;0.9637534919121062;0.9811709420351024;0.7949301613710321;AGK2;1
GO:1901137;carbohydrate derivative biosynthetic process;2/260;420/21505;0.9641367242914375;0.9811709420351024;0.7949301613710321;ATWRKY70/CYP81F2;2
GO:0006366;transcription by RNA polymerase II;2/260;433/21505;0.9686705935243609;0.9840714860902301;0.7972801391934736;NA/AT-HSFB1;2
GO:0051726;regulation of cell cycle;1/260;287/21505;0.9702404099258959;0.9840714860902301;0.7972801391934736;"NA";1
GO:0000902;cell morphogenesis;2/260;439/21505;0.9705725877346244;0.9840714860902301;0.7972801391934736;AT-EXP1/GIS;2
GO:0009856;pollination;1/260;299/21505;0.974334196142544;0.9840714860902301;0.7972801391934736;"NA";1
GO:0033365;protein localization to organelle;1/260;299/21505;0.974334196142544;0.9840714860902301;0.7972801391934736;"NA";1
GO:0044706;multi-multicellular organism process;1/260;299/21505;0.974334196142544;0.9840714860902301;0.7972801391934736;"NA";1
GO:0010498;proteasomal protein catabolic process;1/260;301/21505;0.9749597130708763;0.9840714860902301;0.7972801391934736;ATRMA1;1
GO:0022402;cell cycle process;2/260;464/21505;0.9773684942119927;0.9853516674435958;0.7983173231603208;NA/KINESIN-12B;2
GO:0034622;cellular protein-containing complex assembly;2/260;481/21505;0.9810961680133505;0.9879569803770804;0.8004281091018013;ATFH4/CRR6;2
GO:0006091;generation of precursor metabolites and energy;1/260;340/21505;0.9845302898682647;0.9891095005188149;0.8013618638462621;"NA";1
GO:0009826;unidimensional cell growth;1/260;340/21505;0.9845302898682647;0.9891095005188149;0.8013618638462621;AT-EXP1;1
GO:0018193;peptidyl-amino acid modification;1/260;377/21505;0.990212037913385;0.9936622540733618;0.8050504373279553;ATCDPK3;1
GO:0006520;cellular amino acid metabolic process;1/260;397/21505;0.9923600171208233;0.9938798939568544;0.8052267659372664;TAT;1
GO:0032268;regulation of cellular protein metabolic process;1/260;401/21505;0.9927295700055154;0.9938798939568544;0.8052267659372664;atPARG2;1
GO:0051246;regulation of protein metabolic process;1/260;420/21505;0.994255852061076;0.994255852061076;0.805531361623557;atPARG2;1
