"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0017148","GO:0017148","negative regulation of translation","5/524","44/21644",0.00406914807299329,0.0640790070600787,0.0570194554348158,"NA/ATCTH/NA/AtCAF1a/ECT8",5
"GO:0032350","GO:0032350","regulation of hormone metabolic process","6/524","63/21644",0.00413961232243126,0.0640790070600787,0.0570194554348158,"CBP60G/RVE1/NSL1/ATH1/XBAT32/CAD1",6
"GO:0010120","GO:0010120","camalexin biosynthetic process","3/524","14/21644",0.00420857885352212,0.0640790070600787,0.0570194554348158,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0046620","GO:0046620","regulation of organ growth","3/524","14/21644",0.00420857885352212,0.0640790070600787,0.0570194554348158,"ARL2/ATGRP-5/SAMBA",3
"GO:0052317","GO:0052317","camalexin metabolic process","3/524","14/21644",0.00420857885352212,0.0640790070600787,0.0570194554348158,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0046903","GO:0046903","secretion","7/524","84/21644",0.00425996665421668,0.064171412578413,0.057101680684181,"AT-SYR1/ATSYP122/AtRabE1b/KEU/ATEXO70B1/ATRMA1/ATEXO70D3",7
"GO:0010038","GO:0010038","response to metal ion","20/524","434/21644",0.00480944785607902,0.0716860859390304,0.0637884663016796,"ATCAT3/AtSOD2/ATDHAR1/AR781/ATSERAT2;2/NA/AtPPa4/ATRAN1/NA/ARF1/ADF3/ATGSTF10/ATGSTU19/NA/ATGSTU13/ATGRP8/EIF4A1/mMDH1/ATCLC-D/ATPHS2",20
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","5/524","46/21644",0.00493751647913875,0.0723318037500073,0.0643630457097523,"NA/ATCTH/NA/AtCAF1a/ECT8",5
"GO:0042594","GO:0042594","response to starvation","11/524","183/21644",0.00513733953362546,0.0723318037500073,0.0643630457097523,"NA/ATCAT3/LSU2/AtUGP1/AtbZIP1/ATPEPC1/ECIP1/ATPT1/APT1/SQD2/CARB",11
"GO:0009700","GO:0009700","indole phytoalexin biosynthetic process","3/524","15/21644",0.00516700548889506,0.0723318037500073,0.0643630457097523,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0046217","GO:0046217","indole phytoalexin metabolic process","3/524","15/21644",0.00516700548889506,0.0723318037500073,0.0643630457097523,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0052314","GO:0052314","phytoalexin metabolic process","3/524","15/21644",0.00516700548889506,0.0723318037500073,0.0643630457097523,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0052315","GO:0052315","phytoalexin biosynthetic process","3/524","15/21644",0.00516700548889506,0.0723318037500073,0.0643630457097523,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0042542","GO:0042542","response to hydrogen peroxide","6/524","66/21644",0.00521034179555138,0.0723318037500073,0.0643630457097523,"ATBT2/BT5/ATCAT3/ATDHAR1/UPL5/ATBT4",6
"GO:0010150","GO:0010150","leaf senescence","9/524","137/21644",0.00621746208112824,0.0850450141930252,0.0756756482226071,"NA/ANAC029/AtLEA5/SAG101/MBS2/MBS1/ATGLK1/UPL5/AtWRKY22",9
"GO:0080036","GO:0080036","regulation of cytokinin-activated signaling pathway","3/524","16/21644",0.00624624398027868,0.0850450141930252,0.0756756482226071,"AtKFB50/KFB20/KFB01",3
"GO:0007584","GO:0007584","response to nutrient","4/524","31/21644",0.00636420462387607,0.0858258452134145,0.0763704554865129,"AtATL15/MBS2/MBS1/NA",4
"GO:0031324","GO:0031324","negative regulation of cellular metabolic process","21/524","480/21644",0.00698642521608468,0.0933280953393953,0.0830461865308179,"NA/NF-YA4/STZ/ATCTH/H2A.Z/AtMYB20/h2a.w.7/ATWRKY40/h2a.w.6/ATERF-4/APRR9/NA/AtCAF1a/ECIP1/NA/AtRAV2/XBAT32/ECT8/ATMYB3R-1/SRFR1/OTLD1",21
"GO:0012501","GO:0012501","programmed cell death","9/524","141/21644",0.00746489355220602,0.098787750186203,0.0879043539792485,"AtGILP/AT-SYR1/BRG2/ATSYP122/NSL1/ATBZIP10/VAD1/CAD1/ATMYB30",9
"GO:0000028","GO:0000028","ribosomal small subunit assembly","4/524","33/21644",0.00796854289376273,0.104476451273778,0.0929663337605652,"NA/NA/NA/NA",4
"GO:0090693","GO:0090693","plant organ senescence","9/524","143/21644",0.00815610809860861,0.105954578602108,0.0942816165527234,"NA/ANAC029/AtLEA5/SAG101/MBS2/MBS1/ATGLK1/UPL5/AtWRKY22",9
"GO:0009404","GO:0009404","toxin metabolic process","6/524","73/21644",0.00847882021072923,0.109145540167205,0.0971210315047166,"ATWRKY33/CYP79B3/GH3.5/ATGSTF10/ATGSTU19/ATGSTU13",6
"GO:0042343","GO:0042343","indole glucosinolate metabolic process","3/524","18/21644",0.00878128091062022,0.112020664589534,0.0996794049313646,"AtMYB51/ATGSTU13/ABCG36",3
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","4/524","34/21644",0.0088615819278929,0.112035714374075,0.0996927966887951,"AtSOD2/ATDHAR1/MBS2/MBS1",4
"GO:0051607","GO:0051607","defense response to virus","5/524","53/21644",0.00900825413278202,0.112329201161792,0.0999539501863406,"SAG101/NHL3/ATWRKY40/ASU1/ANAC091",5
"GO:0034599","GO:0034599","cellular response to oxidative stress","6/524","74/21644",0.00904345263590701,0.112329201161792,0.0999539501863406,"GrxS12/AtSOD2/ATDHAR1/TPX2/MBS2/MBS1",6
"GO:0009267","GO:0009267","cellular response to starvation","9/524","148/21644",0.0100969151986668,0.124323755837497,0.110627070872349,"ATCAT3/LSU2/AtUGP1/AtbZIP1/ATPEPC1/ATPT1/APT1/SQD2/CARB",9
"GO:0010337","GO:0010337","regulation of salicylic acid metabolic process","3/524","19/21644",0.0102429481682566,0.125034608674581,0.111259609413822,"CBP60G/NSL1/CAD1",3
"GO:0006417","GO:0006417","regulation of translation","7/524","100/21644",0.0108486532105681,0.128597794974765,0.114430241291105,"NA/SVR7/ATCTH/NA/AtCAF1a/ECT8/NA",7
"GO:0009873","GO:0009873","ethylene-activated signaling pathway","6/524","77/21644",0.0108981182182004,0.128597794974765,0.114430241291105,"ARL2/ATERF-4/ATERF-2/ATERF11/ATERF6/EBF2",6
"GO:0042430","GO:0042430","indole-containing compound metabolic process","6/524","77/21644",0.0108981182182004,0.128597794974765,0.114430241291105,"ATWRKY33/CYP79B3/GH3.5/AtMYB51/ATGSTU13/ABCG36",6
"GO:0071236","GO:0071236","cellular response to antibiotic","6/524","77/21644",0.0108981182182004,0.128597794974765,0.114430241291105,"AT-SYR1/ATSYP122/AtSOD2/ATDHAR1/ATMYB44/ATWRKY1",6
"GO:0051301","GO:0051301","cell division","13/524","260/21644",0.0111688735073088,0.130703511457432,0.116303972059579,"ACS6/ARL2/AtERF#100/KEU/ASU1/ATCSLB03/ERF104/ATERF-2/ATERF11/ATELC/ATERF6/ATMYB3R-1/DIM1A",13
"GO:0008219","GO:0008219","cell death","10/524","178/21644",0.0116710530676254,0.131980321694322,0.117440116761897,"BIR1/AtGILP/AT-SYR1/BRG2/ATSYP122/NSL1/ATBZIP10/VAD1/CAD1/ATMYB30",10
"GO:0009901","GO:0009901","anther dehiscence","3/524","20/21644",0.0118372181180642,0.131980321694322,0.117440116761897,"AtbZIP1/ATLOX4/ATLOX3",3
"GO:0010363","GO:0010363","regulation of plant-type hypersensitive response","3/524","20/21644",0.0118372181180642,0.131980321694322,0.117440116761897,"AtGILP/AT-SYR1/ATSYP122",3
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","3/524","20/21644",0.0118372181180642,0.131980321694322,0.117440116761897,"ATISA3/ATPTPKIS1/ATPHS2",3
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","3/524","20/21644",0.0118372181180642,0.131980321694322,0.117440116761897,"TET8/SAG101/ATPME3",3
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","3/524","20/21644",0.0118372181180642,0.131980321694322,0.117440116761897,"ATCTH/SR45a/ECT8",3
"GO:0034248","GO:0034248","regulation of cellular amide metabolic process","7/524","102/21644",0.0120151289661759,0.132917364188321,0.118273925760794,"NA/SVR7/ATCTH/NA/AtCAF1a/ECT8/NA",7
"GO:0080167","GO:0080167","response to karrikin","8/524","128/21644",0.0127669293624489,0.140139317652927,0.124700240284385,"NA/ADR1/ATGPT2/EXL3/NA/RSW10/NA/SNRK2-8",8
"GO:0050832","GO:0050832","defense response to fungus","13/524","265/21644",0.0129258233397107,0.140792044992541,0.125281056984888,"ATWRKY33/ATSZF2/AT-SYR1/ATNPR3/ATSYP122/CBP1/ATWRKY40/ERF104/ATEXO70B1/ATMYB44/ATGSTU13/ABCG36/EARLI1",13
"GO:1900055","GO:1900055","regulation of leaf senescence","4/524","38/21644",0.0130778683507593,0.141360775455536,0.12578713070196,"SAG101/MBS2/MBS1/ATGLK1",4
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","9/524","156/21644",0.0138991805606463,0.149100300559661,0.132673996260715,"AT-SYR1/ATSYP122/ATDHAR1/ARL2/ATMYB44/ABCG36/ATWRKY1/ATMYB3R-1/BRH1",9
"GO:0045333","GO:0045333","cellular respiration","7/524","106/21644",0.0146151960407152,0.155602387922201,0.138459751964671,"NA/ATPEPC1/NA/SDH2-2/SDHAF4/NA/NA",7
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","15/524","329/21644",0.0147626877111968,0.155999744769065,0.138813332209761,"NF-YA4/STZ/H2A.Z/AtMYB20/h2a.w.7/ATWRKY40/h2a.w.6/ATERF-4/APRR9/ECIP1/NA/AtRAV2/ATMYB3R-1/SRFR1/OTLD1",15
"GO:0009863","GO:0009863","salicylic acid mediated signaling pathway","5/524","60/21644",0.0149508864146958,0.156818186394143,0.139541606537161,"AT-SYR1/ATSYP122/ATDHAR1/ATMYB44/ATWRKY1",5
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","14/524","300/21644",0.0151049356574209,0.157269035962558,0.13994278623787,"NF-YA4/STZ/H2A.Z/AtMYB20/h2a.w.7/ATWRKY40/h2a.w.6/ATERF-4/APRR9/ECIP1/AtRAV2/ATMYB3R-1/SRFR1/OTLD1",14
"GO:0002218","GO:0002218","activation of innate immune response","4/524","40/21644",0.0155927975115865,0.159995661423236,0.142369020757964,"NOI/ATERF-4/ATERF-2/ATGLR3.6",4
"GO:0048278","GO:0048278","vesicle docking","4/524","40/21644",0.0155927975115865,0.159995661423236,0.142369020757964,"AT-SYR1/ATSYP122/AtRabE1b/KEU",4
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","14/524","302/21644",0.015911575997331,0.160934225801576,0.143204183975979,"NF-YA4/STZ/H2A.Z/AtMYB20/h2a.w.7/ATWRKY40/h2a.w.6/ATERF-4/APRR9/ECIP1/AtRAV2/ATMYB3R-1/SRFR1/OTLD1",14
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","14/524","302/21644",0.015911575997331,0.160934225801576,0.143204183975979,"NF-YA4/STZ/H2A.Z/AtMYB20/h2a.w.7/ATWRKY40/h2a.w.6/ATERF-4/APRR9/ECIP1/AtRAV2/ATMYB3R-1/SRFR1/OTLD1",14
"GO:0071369","GO:0071369","cellular response to ethylene stimulus","6/524","84/21644",0.0162421764238301,0.163112920681868,0.14514285314912,"ARL2/ATERF-4/ATERF-2/ATERF11/ATERF6/EBF2",6
"GO:0031365","GO:0031365","N-terminal protein amino acid modification","5/524","62/21644",0.0170370240558619,0.169626432946718,0.150938775079707,"ATDEF1/AKINBETA1/ARFA1D/ARF1/NA",5
"GO:0009896","GO:0009896","positive regulation of catabolic process","6/524","85/21644",0.0171303530447603,0.169626432946718,0.150938775079707,"ATWRKY33/ATCTH/ARI7/UPL5/ECT8/SAMBA",6
"GO:0009403","GO:0009403","toxin biosynthetic process","3/524","23/21644",0.0174323228444548,0.171417841303806,0.15253282488898,"ATWRKY33/CYP79B3/GH3.5",3
"GO:0010941","GO:0010941","regulation of cell death","6/524","86/21644",0.0180513666376244,0.17628093213018,0.156860151471771,"BIR1/AtGILP/AT-SYR1/BRG2/ATSYP122/VAD1",6
"GO:0002253","GO:0002253","activation of immune response","4/524","42/21644",0.0183922896121611,0.178380014320686,0.158727978844678,"NOI/ATERF-4/ATERF-2/ATGLR3.6",4
"GO:0009723","GO:0009723","response to ethylene","9/524","165/21644",0.0193402266552074,0.186297693495059,0.165773371330349,"AtLEA5/ACS6/ARL2/ATERF-4/ATERF-2/ATERF11/ECIP1/ATERF6/EBF2",9
"GO:0035265","GO:0035265","organ growth","3/524","24/21644",0.0195718409233804,0.187254910456126,0.166625132185536,"ARL2/ATGRP-5/SAMBA",3
"GO:0007568","GO:0007568","aging","9/524","166/21644",0.0200280298081857,0.190333491331483,0.169364547371235,"NA/ANAC029/AtLEA5/SAG101/MBS2/MBS1/ATGLK1/UPL5/AtWRKY22",9
"GO:0071446","GO:0071446","cellular response to salicylic acid stimulus","5/524","65/21644",0.0205137383482752,0.193649690007718,0.172315402125511,"AT-SYR1/ATSYP122/ATDHAR1/ATMYB44/ATWRKY1",5
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","14/524","313/21644",0.0209522599415102,0.196479470709791,0.174833427326509,"NF-YA4/STZ/H2A.Z/AtMYB20/h2a.w.7/ATWRKY40/h2a.w.6/ATERF-4/APRR9/ECIP1/AtRAV2/ATMYB3R-1/SRFR1/OTLD1",14
"GO:0006414","GO:0006414","translational elongation","4/524","44/21644",0.0214846077336289,0.198327277381184,0.176477662076477,"NA/AtP3B/NA/RPP1.2",4
"GO:0042445","GO:0042445","hormone metabolic process","13/524","284/21644",0.0216007305350662,0.198327277381184,0.176477662076477,"CBP60G/CYP79B3/OPCL1/ACS6/UGT76C2/RVE1/NSL1/ATH1/ATLOX4/ILL1/XBAT32/CAD1/ATLOX3",13
"GO:0009251","GO:0009251","glucan catabolic process","3/524","25/21644",0.0218496153047067,0.198327277381184,0.176477662076477,"ATISA3/ATPTPKIS1/ATPHS2",3
"GO:0010104","GO:0010104","regulation of ethylene-activated signaling pathway","3/524","25/21644",0.0218496153047067,0.198327277381184,0.176477662076477,"ARL2/ATERF-4/EBF2",3
"GO:0070297","GO:0070297","regulation of phosphorelay signal transduction system","3/524","25/21644",0.0218496153047067,0.198327277381184,0.176477662076477,"ARL2/ATERF-4/EBF2",3
"GO:0046686","GO:0046686","response to cadmium ion","14/524","317/21644",0.0230555311274112,0.206128152852575,0.183419119063732,"ATCAT3/ATSERAT2;2/NA/AtPPa4/ATRAN1/ARF1/ADF3/ATGSTF10/ATGSTU19/NA/ATGSTU13/EIF4A1/mMDH1/ATPHS2",14
"GO:0044275","GO:0044275","cellular carbohydrate catabolic process","4/524","45/21644",0.0231427734501881,0.206128152852575,0.183419119063732,"ATISA3/ATPTPKIS1/NA/ATPHS2",4
"GO:0080086","GO:0080086","stamen filament development","2/524","10/21644",0.02314574597709,0.206128152852575,0.183419119063732,"ATLOX4/ATLOX3",2
"GO:0045454","GO:0045454","cell redox homeostasis","8/524","143/21644",0.0232962805478924,0.206172082848848,0.183458209314653,"TRX/ACHT5/GrxS12/TPX2/NA/APR3/ROXY7/NA",8
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","10/524","200/21644",0.0242635442091946,0.210799757447124,0.187576055355492,"NA/At-SR30/SR45a/ATU2AF65B/BRR2b/ATGRP8/NA/NA/AtSAC3A/NA",10
"GO:2001023","GO:2001023","regulation of response to drug","3/524","26/21644",0.0242657912880517,0.210799757447124,0.187576055355492,"ATDHAR1/ATMYB44/ATMYB3R-1",3
"GO:2001038","GO:2001038","regulation of cellular response to drug","3/524","26/21644",0.0242657912880517,0.210799757447124,0.187576055355492,"ATDHAR1/ATMYB44/ATMYB3R-1",3
"GO:0043067","GO:0043067","regulation of programmed cell death","5/524","68/21644",0.0244238952483782,0.210879485803071,0.187647000079003,"AtGILP/AT-SYR1/BRG2/ATSYP122/VAD1",5
"GO:0006498","GO:0006498","N-terminal protein lipidation","4/524","46/21644",0.0248766074474309,0.212017286286878,0.188659449662052,"AKINBETA1/ARFA1D/ARF1/NA",4
"GO:0006499","GO:0006499","N-terminal protein myristoylation","4/524","46/21644",0.0248766074474309,0.212017286286878,0.188659449662052,"AKINBETA1/ARFA1D/ARF1/NA",4
"GO:0009814","GO:0009814","defense response, incompatible interaction","10/524","201/21644",0.0250048635663196,0.212017286286878,0.188659449662052,"ATWRKY33/NHL3/CBP60G/ANAC062/CYP79B3/ATNPR3/ATL6/TAO1/ABCG36/SRFR1",10
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","6/524","93/21644",0.0254597572704221,0.214589382707843,0.190948179528165,"CBP60G/NSL1/AtbZIP1/ATH1/XBAT32/CAD1",6
"GO:0000304","GO:0000304","response to singlet oxygen","2/524","11/21644",0.0278417539068375,0.231905432541658,0.20635652895656,"MBS2/MBS1",2
"GO:0120029","GO:0120029","proton export across plasma membrane","2/524","11/21644",0.0278417539068375,0.231905432541658,0.20635652895656,"AHA2/AHA5",2
"GO:0018377","GO:0018377","protein myristoylation","4/524","48/21644",0.0285737559933025,0.236610751383136,0.210543465213808,"AKINBETA1/ARFA1D/ARF1/NA",4
"GO:0030641","GO:0030641","regulation of cellular pH","3/524","28/21644",0.029512537512132,0.240170994926316,0.213711478536129,"AHA2/AHA5/ATNHX5",3
"GO:0051453","GO:0051453","regulation of intracellular pH","3/524","28/21644",0.029512537512132,0.240170994926316,0.213711478536129,"AHA2/AHA5/ATNHX5",3
"GO:0098869","GO:0098869","cellular oxidant detoxification","3/524","28/21644",0.029512537512132,0.240170994926316,0.213711478536129,"LSU2/AtSOD2/LSU4",3
"GO:0019748","GO:0019748","secondary metabolic process","15/524","360/21644",0.0300374596209006,0.243045958989687,0.216269709270484,"ATWRKY33/CYP79B3/GH3.5/AtKFB50/ATH1/KFB20/AtMYB51/ATMYB3/KFB01/ATMYBL2/ATGSTF10/ATGSTU19/ATGSTU13/ABCG36/KFB39",15
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","4/524","49/21644",0.0305380970649535,0.244304776519628,0.217389843513228,"NA/At-SR30/ATGRP8/AtSAC3A",4
"GO:0046885","GO:0046885","regulation of hormone biosynthetic process","4/524","49/21644",0.0305380970649535,0.244304776519628,0.217389843513228,"CBP60G/RVE1/ATH1/XBAT32",4
"GO:0000160","GO:0000160","phosphorelay signal transduction system","6/524","98/21644",0.0318394471448977,0.253284590770647,0.225380356194219,"ARL2/ATERF-4/ATERF-2/ATERF11/ATERF6/EBF2",6
"GO:0009900","GO:0009900","dehiscence","3/524","29/21644",0.0323420602673157,0.254436765037678,0.226405596008103,"AtbZIP1/ATLOX4/ATLOX3",3
"GO:0097237","GO:0097237","cellular response to toxic substance","4/524","50/21644",0.0325801618707833,0.254436765037678,0.226405596008103,"LSU2/AtSOD2/ATDHAR1/LSU4",4
"GO:0006526","GO:0006526","arginine biosynthetic process","2/524","12/21644",0.0328827175154626,0.254436765037678,0.226405596008103,"NAGK/CARB",2
"GO:0006904","GO:0006904","vesicle docking involved in exocytosis","2/524","12/21644",0.0328827175154626,0.254436765037678,0.226405596008103,"AtRabE1b/KEU",2
"GO:0140029","GO:0140029","exocytic process","2/524","12/21644",0.0328827175154626,0.254436765037678,0.226405596008103,"AtRabE1b/KEU",2
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/524","30/21644",0.035307923542883,0.270248755333634,0.240475587373149,"NA/EVR1/EVR1L1",3
"GO:0009695","GO:0009695","jasmonic acid biosynthetic process","3/524","30/21644",0.035307923542883,0.270248755333634,0.240475587373149,"OPCL1/ATLOX4/ATLOX3",3
"GO:0022406","GO:0022406","membrane docking","4/524","52/21644",0.0368986131715698,0.279309889963149,0.248538461407886,"AT-SYR1/ATSYP122/AtRabE1b/KEU",4
"GO:0140056","GO:0140056","organelle localization by membrane tethering","4/524","52/21644",0.0368986131715698,0.279309889963149,0.248538461407886,"AT-SYR1/ATSYP122/AtRabE1b/KEU",4
"GO:2000024","GO:2000024","regulation of leaf development","5/524","76/21644",0.0370835164640339,0.279309889963149,0.248538461407886,"SAG101/MBS2/MBS1/ATGLK1/BRH1",5
"GO:0048639","GO:0048639","positive regulation of developmental growth","2/524","13/21644",0.0382492490064227,0.285057561016287,0.253652914463645,"ARL2/ATGRP-5",2
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","2/524","13/21644",0.0382492490064227,0.285057561016287,0.253652914463645,"ATCTH/ECT8",2
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","5/524","77/21644",0.0389019468977723,0.287446152780585,0.255778356287809,"ATCTH/NA/At-SR30/SR45a/ECT8",5
"GO:0042435","GO:0042435","indole-containing compound biosynthetic process","4/524","53/21644",0.0391753771747361,0.287446152780585,0.255778356287809,"ATWRKY33/CYP79B3/GH3.5/AtMYB51",4
"GO:0010087","GO:0010087","phloem or xylem histogenesis","6/524","103/21644",0.0391787482250374,0.287446152780585,0.255778356287809,"ACS6/AtERF#100/ERF104/ATERF-2/ATERF11/ATERF6",6
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","11/524","248/21644",0.0398476468244283,0.290846741770054,0.258804304117421,"CBP60G/AtFAD7/CYP79B3/OPCL1/AtNCER3/ATLOX4/ATMYB3/KCS8/ATLOX3/ATNCED3/ATMYB30",11
"GO:0098754","GO:0098754","detoxification","6/524","104/21644",0.0407650277754599,0.294570334543394,0.262117670568275,"LSU2/AtSOD2/LSU4/ATGSTF10/ATGSTU19/ATGSTU13",6
"GO:0090305","GO:0090305","nucleic acid phosphodiester bond hydrolysis","5/524","78/21644",0.0407738598661761,0.294570334543394,0.262117670568275,"ASU1/EVR1/ATXPB1/ZFN2/EVR1L1",5
"GO:0009625","GO:0009625","response to insect","3/524","32/21644",0.0416441083563121,0.299330240774304,0.266353180350017,"AtLEA5/CYP79B3/AtMYB51",3
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","2/524","14/21644",0.0439226940319061,0.305164308490749,0.271544511792616,"ATLACS7/AtNCER3",2
"GO:0005977","GO:0005977","glycogen metabolic process","2/524","14/21644",0.0439226940319061,0.305164308490749,0.271544511792616,"AtUGP1/ATPHS2",2
"GO:0006112","GO:0006112","energy reserve metabolic process","2/524","14/21644",0.0439226940319061,0.305164308490749,0.271544511792616,"AtUGP1/ATPHS2",2
"GO:0009310","GO:0009310","amine catabolic process","2/524","14/21644",0.0439226940319061,0.305164308490749,0.271544511792616,"CYP79B3/ATPAO4",2
"GO:0031125","GO:0031125","rRNA 3'-end processing","2/524","14/21644",0.0439226940319061,0.305164308490749,0.271544511792616,"EVR1/EVR1L1",2
"GO:0042402","GO:0042402","cellular biogenic amine catabolic process","2/524","14/21644",0.0439226940319061,0.305164308490749,0.271544511792616,"CYP79B3/ATPAO4",2
"GO:0045489","GO:0045489","pectin biosynthetic process","4/524","55/21644",0.0439643495283283,0.305164308490749,0.271544511792616,"GATL9/GATL10/RRT1/RRT3",4
"GO:0002181","GO:0002181","cytoplasmic translation","5/524","80/21644",0.0446789714307652,0.308611822175432,0.27461221464763,"NA/NA/EIF4A1/RPP1.2/NA",5
"GO:0016071","GO:0016071","mRNA metabolic process","17/524","446/21644",0.0449686216045584,0.30910469996143,0.275050792338561,"HBI1/ATCTH/NA/LSH10/At-SR30/AFC2/ASU1/SR45a/ATU2AF65B/AtCAF1a/BRR2b/ATGRP8/ECT8/NA/NA/AtSAC3A/NA",17
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","10/524","223/21644",0.0456807039107942,0.310980176623483,0.276719648690388,"NA/At-SR30/SR45a/ATU2AF65B/BRR2b/ATGRP8/NA/NA/AtSAC3A/NA",10
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","10/524","223/21644",0.0456807039107942,0.310980176623483,0.276719648690388,"NA/At-SR30/SR45a/ATU2AF65B/BRR2b/ATGRP8/NA/NA/AtSAC3A/NA",10
"GO:0009733","GO:0009733","response to auxin","13/524","317/21644",0.0459953798465876,0.311624200300325,0.277292720606222,"ATBT2/BT5/GH3.5/ACS6/RVE1/PBP1/ATMYB44/SAUR1/ABCG36/XBAT32/ATBT4/ATAUX2-11/ATMYB30",13
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","5/524","81/21644",0.0467125037041405,0.314975739262204,0.280275022224843,"SAG101/NOI/ATERF-4/ATERF-2/ATGLR3.6",5
"GO:0009894","GO:0009894","regulation of catabolic process","7/524","136/21644",0.0477488917138428,0.32017831198044,0.284904430152087,"ATWRKY33/ATCTH/UGT76C2/ARI7/UPL5/ECT8/SAMBA",7
"GO:0009627","GO:0009627","systemic acquired resistance","5/524","82/21644",0.0488001863122358,0.32017831198044,0.284904430152087,"ATWRKY33/CBP60G/CYP79B3/ATNPR3/ABCG36",5
"GO:0044106","GO:0044106","cellular amine metabolic process","5/524","82/21644",0.0488001863122358,0.32017831198044,0.284904430152087,"CYP79B3/AtbZIP1/XBAT32/ATPAO4/ATSDC1",5
"GO:0002684","GO:0002684","positive regulation of immune system process","4/524","57/21644",0.0490668740817483,0.32017831198044,0.284904430152087,"NOI/ATERF-4/ATERF-2/ATGLR3.6",4
"GO:0009631","GO:0009631","cold acclimation","4/524","57/21644",0.0490668740817483,0.32017831198044,0.284904430152087,"MBS1/MYC67/ATDI21/NA",4
"GO:0045089","GO:0045089","positive regulation of innate immune response","4/524","57/21644",0.0490668740817483,0.32017831198044,0.284904430152087,"NOI/ATERF-4/ATERF-2/ATGLR3.6",4
"GO:0050778","GO:0050778","positive regulation of immune response","4/524","57/21644",0.0490668740817483,0.32017831198044,0.284904430152087,"NOI/ATERF-4/ATERF-2/ATGLR3.6",4
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","6/524","109/21644",0.04930091315642,0.320229784538948,0.284950232004996,"ATDFD/NA/ATGSTF10/EMB3127/ATGSTU19/ATGSTU13",6
"GO:0006298","GO:0006298","mismatch repair","2/524","15/21644",0.0498851076539078,0.322544805652664,0.287010208419743,"ATPCNA2/NA",2
