Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
AT1G05520,Chr1,1630900,1635711,-,4812,1042,1025
AT1G05530,Chr1,1636496,1637863,-,1368,23,19
AT1G05540,Chr1,1639286,1640811,+,1526,37,34
AT1G05550,Chr1,1640959,1643917,-,2959,3,2
AT1G05560,Chr1,1645498,1647147,-,1650,2120,2002
AT1G05562,Chr1,1645875,1647162,+,1288,1766,1680
AT1G05570,Chr1,1647706,1659437,-,11732,667,586
AT1G05575,Chr1,1661691,1662187,-,497,19,20
AT1G05577,Chr1,1662370,1664398,-,2029,4,6
AT1G05580,Chr1,1665433,1668904,-,3472,1,1
AT1G05590,Chr1,1669350,1671876,+,2527,418,416
AT1G05600,Chr1,1671936,1673856,+,1921,79,85
AT1G05610,Chr1,1673861,1675934,-,2074,12,15
AT1G05615,Chr1,1677507,1678270,-,764,1,0
AT1G05620,Chr1,1679158,1681710,+,2553,417,397
AT1G05630,Chr1,1682318,1687363,+,5046,224,235
AT1G05640,Chr1,1687436,1689501,-,2066,57,43
AT1G05650,Chr1,1690264,1692126,-,1863,1,1
AT1G05660,Chr1,1694286,1696058,-,1773,7,12
AT1G05670,Chr1,1697587,1701025,-,3439,77,97
AT1G05675,Chr1,1701116,1702749,-,1634,61,51
AT1G05680,Chr1,1703092,1704691,-,1600,2483,2486
AT1G05690,Chr1,1707011,1709347,+,2337,67,73
AT1G05700,Chr1,1709796,1713245,+,3450,43,38
AT1G05710,Chr1,1714950,1717276,+,2327,265,273
AT1G05720,Chr1,1717447,1718909,-,1463,578,586
AT1G05730,Chr1,1718555,1720303,+,1749,198,187
AT1G05740,Chr1,1720674,1721309,+,636,2,1
AT1G05750,Chr1,1721509,1724734,+,3226,247,235
AT1G05760,Chr1,1723734,1724486,-,753,117,107
AT1G05770,Chr1,1725388,1726283,-,896,21,15
AT1G05780,Chr1,1726608,1728404,+,1797,120,138
AT1G05785,Chr1,1730249,1732626,+,2378,153,147
AT1G05790,Chr1,1732871,1737489,+,4619,239,254
AT1G05800,Chr1,1741204,1742619,+,1416,0,0
AT1G05805,Chr1,1744773,1747693,+,2921,484,516
AT1G05810,Chr1,1748314,1749460,+,1147,132,131
AT1G05820,Chr1,1749682,1753990,+,4309,68,57
AT1G05830,Chr1,1754244,1761817,+,7574,521,518
AT1G05835,Chr1,1762224,1762814,+,591,341,326
AT1G05840,Chr1,1762734,1766281,-,3548,350,365
AT1G05850,Chr1,1766503,1768695,-,2193,11289,11737
AT1G05860,Chr1,1769014,1771115,+,2102,222,237
AT1G05870,Chr1,1771457,1773293,-,1837,429,382
AT1G05880,Chr1,1775643,1778553,+,2911,0,0
AT1G05890,Chr1,1779256,1784529,+,5274,1005,1042
AT1G05894,Chr1,1784803,1786292,+,1490,8,8
AT1G05900,Chr1,1786856,1789676,+,2821,250,255
AT1G05910,Chr1,1790224,1796647,+,6424,565,555
AT1G05920,Chr1,1796778,1798254,+,1477,1,0
AT1G05925,Chr1,1798901,1799062,-,162,0,0
AT1G05930,Chr1,1799418,1800933,+,1516,1,0
AT1G05940,Chr1,1801162,1803984,-,2823,627,641
AT1G05950,Chr1,1804401,1807471,-,3071,130,122
AT1G05960,Chr1,1807973,1815474,-,7502,764,717
AT1G05970,Chr1,1816056,1817282,-,1227,136,134
AT1G05980,Chr1,1817400,1817471,+,72,0,0
AT1G05990,Chr1,1818447,1819040,+,594,10,8
AT1G06000,Chr1,1820308,1821894,-,1587,1489,1418
AT1G06002,Chr1,1820977,1821918,+,942,722,641
AT1G06010,Chr1,1822618,1823997,+,1380,140,147
AT1G06020,Chr1,1824548,1826101,+,1554,3,1
AT1G06030,Chr1,1826880,1828161,+,1282,2,3
AT1G06040,Chr1,1828413,1829890,-,1478,4864,4746
AT1G06050,Chr1,1830605,1832555,-,1951,74,79
AT1G06060,Chr1,1832943,1834861,+,1919,452,435
AT1G06070,Chr1,1834829,1837648,-,2820,469,508
AT1G06080,Chr1,1843568,1846302,+,2735,70,81
AT1G06090,Chr1,1847883,1849693,+,1811,104,99
AT1G06100,Chr1,1851530,1853019,+,1490,37,38
AT1G06110,Chr1,1853077,1855031,-,1955,484,440
AT1G06120,Chr1,1855943,1857718,+,1776,13,15
AT1G06130,Chr1,1857767,1860730,-,2964,490,488
AT1G06135,Chr1,1862197,1862742,+,546,0,0
AT1G06137,Chr1,1863544,1863750,-,207,0,0
AT1G06140,Chr1,1864796,1866472,+,1677,16,20
AT1G06148,Chr1,1874885,1877528,-,2644,2,6
AT1G06149,Chr1,1868989,1873718,-,4730,633,694
AT1G06150,Chr1,1867015,1873718,-,6704,688,766
AT1G06160,Chr1,1883004,1883934,+,931,45,50
AT1G06170,Chr1,1884981,1886897,-,1917,3,6
AT1G06180,Chr1,1889408,1891158,+,1751,298,303
AT1G06190,Chr1,1892273,1894148,-,1876,1727,1698
AT1G06200,Chr1,1894336,1896935,-,2600,715,732
AT1G06210,Chr1,1897203,1899208,+,2006,342,350
AT1G06220,Chr1,1899964,1904873,+,4910,1278,1340
AT1G06225,Chr1,1905975,1906226,+,252,0,1
AT1G06230,Chr1,1906963,1910848,+,3886,821,770
AT1G06240,Chr1,1911122,1913205,+,2084,280,263
AT1G06250,Chr1,1913256,1914895,-,1640,94,119
AT1G06260,Chr1,1916430,1917585,+,1156,18,33
AT1G06265,Chr1,1914943,1917661,-,2719,80,98
AT1G06270,Chr1,1918088,1919760,-,1673,86,91
AT1G06280,Chr1,1920307,1920949,-,643,0,0
AT1G06290,Chr1,1922352,1926278,+,3927,979,933
AT1G06310,Chr1,1926791,1930258,+,3468,26,18
AT1G06320,Chr1,1930523,1931449,+,927,13,15
AT1G06330,Chr1,1931671,1932266,-,596,8,5
AT1G06340,Chr1,1933284,1934014,-,731,2,1
AT1G06350,Chr1,1935293,1936819,-,1527,29,45
AT1G06360,Chr1,1938963,1940459,-,1497,545,599
AT1G06380,Chr1,1945124,1946076,+,953,282,284
AT1G06390,Chr1,1946788,1950860,+,4073,1001,1075
AT1G06400,Chr1,1950844,1952785,-,1942,750,816
AT1G06410,Chr1,1954850,1958756,+,3907,1196,1164
AT1G06420,Chr1,1958923,1959947,+,1025,47,51
AT1G06430,Chr1,1960058,1963011,-,2954,1316,1359
AT1G06440,Chr1,1963380,1965051,-,1672,41,39
AT1G06450,Chr1,1965840,1967219,+,1380,173,171
AT1G06460,Chr1,1967087,1969561,-,2475,1101,1131
AT1G06470,Chr1,1969729,1973767,+,4039,433,407
AT1G06475,Chr1,1973834,1974386,-,553,23,34
AT1G06480,Chr1,1978084,1978157,+,74,0,0
AT1G06490,Chr1,1978762,1989409,+,10648,115,110
AT1G06500,Chr1,1989479,1990730,+,1252,350,272
AT1G06510,Chr1,1992333,1993840,+,1508,167,192
AT1G06515,Chr1,1990634,1992228,-,1595,758,708
AT1G06520,Chr1,1993978,1996112,-,2135,30,25
AT1G06530,Chr1,2001594,2002596,+,1003,880,930
AT1G06540,Chr1,2002877,2003393,-,517,21,32
AT1G06550,Chr1,2003627,2007190,-,3564,820,865
AT1G06560,Chr1,2007615,2012006,+,4392,394,371
AT1G06570,Chr1,2011885,2013545,-,1661,735,766
AT1G06580,Chr1,2014003,2016054,-,2052,48,40
AT1G06590,Chr1,2016308,2024662,-,8355,176,192
AT1G06610,Chr1,2025356,2025428,+,73,0,0
AT1G06620,Chr1,2025601,2027271,+,1671,171,157
AT1G06630,Chr1,2027739,2031388,+,3650,217,192
AT1G06640,Chr1,2032338,2034018,+,1681,2202,2263
AT1G06645,Chr1,2034156,2035626,+,1471,163,150
AT1G06650,Chr1,2035839,2037366,+,1528,899,936
AT1G06660,Chr1,2037311,2040246,-,2936,117,131
AT1G06670,Chr1,2040433,2047612,+,7180,1319,1408
AT1G06680,Chr1,2047825,2049418,+,1594,45967,48694
AT1G06690,Chr1,2049602,2052154,-,2553,875,969
AT1G06700,Chr1,2052481,2055548,-,3068,936,989
AT1G06710,Chr1,2056575,2060242,-,3668,89,82
AT1G06720,Chr1,2060444,2067323,-,6880,602,641
AT1G06730,Chr1,2067529,2070446,+,2918,227,253
AT1G06750,Chr1,2072979,2076505,+,3527,73,67
AT1G06760,Chr1,2076504,2077698,-,1195,3274,3304
AT1G06770,Chr1,2078911,2081939,-,3029,144,175
AT1G06780,Chr1,2083311,2087131,+,3821,349,311
AT1G06790,Chr1,2087232,2089786,+,2555,422,412
AT1G06800,Chr1,2089417,2091686,-,2270,208,252
AT1G06810,Chr1,2091738,2092528,-,791,1,6
AT1G06820,Chr1,2092946,2096232,-,3287,310,277
AT1G06830,Chr1,2097151,2097655,+,505,195,221
AT1G06840,Chr1,2097747,2103479,-,5733,330,322
AT1G06850,Chr1,2105048,2106749,+,1702,203,167
AT1G06860,Chr1,2107398,2107468,-,71,0,1
AT1G06870,Chr1,2108593,2110986,+,2394,401,396
AT1G06880,Chr1,2111148,2111218,-,71,0,0
AT1G06890,Chr1,2111363,2114601,-,3239,1304,1234
AT1G06900,Chr1,2114927,2120745,-,5819,789,710
AT1G06910,Chr1,2120991,2123748,+,2758,92,66
AT1G06920,Chr1,2124854,2125801,-,948,0,0
AT1G06923,Chr1,2126749,2128060,+,1312,13,18
AT1G06925,Chr1,2127704,2128611,-,908,1,1
AT1G06930,Chr1,2128843,2129883,+,1041,19,25
AT1G06950,Chr1,2130142,2135665,-,5524,2801,2873
AT1G06960,Chr1,2135851,2137732,+,1882,335,305
AT1G06970,Chr1,2138109,2140818,+,2710,0,3
AT1G06980,Chr1,2143031,2143821,-,791,30,25
AT1G06990,Chr1,2148387,2150152,+,1766,2,0
AT1G07000,Chr1,2150194,2152325,-,2132,72,78
AT1G07010,Chr1,2152852,2155269,+,2418,696,704
AT1G07020,Chr1,2155213,2156008,-,796,175,216
AT1G07025,Chr1,2157658,2158158,-,501,0,0
AT1G07030,Chr1,2158420,2160809,-,2390,531,582
AT1G07040,Chr1,2160938,2163308,-,2371,289,327
AT1G07050,Chr1,2164188,2165239,-,1052,39,33
AT1G07051,Chr1,2165517,2165746,+,230,0,0
AT1G07060,Chr1,2167107,2168397,-,1291,0,1
AT1G07070,Chr1,2168564,2169851,+,1288,371,346
AT1G07080,Chr1,2169982,2172194,+,2213,1739,1781
AT1G07090,Chr1,2173952,2174894,-,943,448,439
AT1G07100,Chr1,2177885,2177958,+,74,0,0
AT1G07110,Chr1,2178104,2184148,-,6045,1462,1533
AT1G07119,Chr1,2184347,2186539,+,2193,65,78
AT1G07120,Chr1,2184759,2186580,-,1822,66,83
AT1G07128,Chr1,2187621,2188417,-,797,218,202
AT1G07130,Chr1,2187776,2188733,+,958,221,203
AT1G07135,Chr1,2189928,2190659,-,732,143,176
AT1G07140,Chr1,2191723,2193793,-,2071,3402,3345
AT1G07150,Chr1,2193941,2195798,-,1858,85,80
AT1G07160,Chr1,2197908,2199748,-,1841,6,9
AT1G07170,Chr1,2200123,2201265,+,1143,240,233
AT1G07175,Chr1,2202330,2202774,+,445,2,3
AT1G07180,Chr1,2204320,2206934,+,2615,995,1030
AT1G07190,Chr1,2208013,2208177,+,165,0,0
AT1G07200,Chr1,2208719,2212546,-,3828,191,217
AT1G07210,Chr1,2215223,2216982,+,1760,645,610
AT1G07220,Chr1,2216925,2219474,-,2550,229,243
AT1G07230,Chr1,2220253,2222982,-,2730,394,436
AT1G07240,Chr1,2223691,2225452,+,1762,284,264
AT1G07250,Chr1,2225900,2227566,+,1667,715,742
AT1G07260,Chr1,2227594,2229319,-,1726,152,182
AT1G07270,Chr1,2229757,2232897,-,3141,38,30
AT1G07280,Chr1,2238087,2241217,+,3131,543,573
AT1G07290,Chr1,2242256,2244428,-,2173,44,40
AT1G07300,Chr1,2245758,2246492,-,735,145,118
AT1G07310,Chr1,2247509,2248961,-,1453,755,689
AT1G07320,Chr1,2249133,2250529,+,1397,6075,6082
AT1G07330,Chr1,2251131,2253585,+,2455,4,3
AT1G07340,Chr1,2254822,2256850,+,2029,6,4
AT1G07350,Chr1,2257425,2260101,-,2677,1432,1494
AT1G07360,Chr1,2260389,2262865,-,2477,2063,1974
AT1G07370,Chr1,2263140,2264551,+,1412,661,693
AT1G07380,Chr1,2264829,2268306,-,3478,199,192
AT1G07390,Chr1,2269893,2274820,+,4928,107,111
AT1G07400,Chr1,2274943,2275758,+,816,98,98
AT1G07410,Chr1,2276053,2277154,+,1102,24,15
AT1G07420,Chr1,2277807,2280297,+,2491,1062,977
AT1G07430,Chr1,2280835,2282828,-,1994,3,6
AT1G07440,Chr1,2286149,2287730,-,1582,465,487
AT1G07450,Chr1,2287926,2289336,-,1411,94,97
AT1G07460,Chr1,2290201,2290977,+,777,0,0
AT1G07470,Chr1,2291457,2294588,+,3132,491,498
AT1G07473,Chr1,2294566,2295489,-,924,4,2
AT1G07476,Chr1,2295751,2296497,+,747,34,24
AT1G07480,Chr1,2296023,2299470,-,3448,484,519
AT1G07485,Chr1,2301375,2302121,+,747,41,42
AT1G07490,Chr1,2301380,2302021,-,642,41,42
AT1G07500,Chr1,2304766,2305031,-,266,4,8
AT1G07510,Chr1,2305378,2309544,+,4167,563,572
AT1G07520,Chr1,2309564,2311805,-,2242,151,140
AT1G07530,Chr1,2313582,2316469,-,2888,544,500
AT1G07540,Chr1,2318433,2321048,-,2616,1,1
AT1G07550,Chr1,2322653,2326561,-,3909,9,7
AT1G07560,Chr1,2327320,2331096,+,3777,32,35
AT1G07570,Chr1,2331170,2333738,-,2569,528,535
AT1G07580,Chr1,2334822,2334894,+,73,0,0
AT1G07590,Chr1,2336523,2339391,-,2869,3654,3859
AT1G07600,Chr1,2338904,2339321,-,418,3223,3439
AT1G07610,Chr1,2341542,2342123,+,582,1197,1336
AT1G07615,Chr1,2342198,2344271,-,2074,214,204
AT1G07620,Chr1,2344390,2346842,-,2453,8,10
AT1G07630,Chr1,2349097,2351692,+,2596,228,233
AT1G07640,Chr1,2354354,2356227,-,1874,383,408
AT1G07645,Chr1,2367437,2368385,-,949,4,1
AT1G07650,Chr1,2359549,2366561,-,7013,612,661
AT1G07660,Chr1,2368837,2369734,+,898,409,414
AT1G07670,Chr1,2370052,2374545,-,4494,1449,1562
AT1G07680,Chr1,2376012,2377186,+,1175,0,0
AT1G07690,Chr1,2378076,2379000,+,925,2,2
AT1G07700,Chr1,2379647,2381362,+,1716,710,616
AT1G07702,Chr1,2382251,2382331,-,81,12,10
AT1G07705,Chr1,2381615,2386092,+,4478,373,384
AT1G07710,Chr1,2386275,2387986,-,1712,40,56
AT1G07720,Chr1,2390655,2392453,-,1799,553,563
AT1G07725,Chr1,2394801,2397272,-,2472,208,229
AT1G07728,Chr1,2395451,2397345,+,1895,208,229
AT1G07730,Chr1,2397527,2398696,-,1170,127,156
AT1G07740,Chr1,2397442,2400508,-,3067,147,179
AT1G07745,Chr1,2400589,2402873,-,2285,106,117
AT1G07747,Chr1,2403558,2403845,+,288,0,0
AT1G07750,Chr1,2404037,2405943,-,1907,673,642
AT1G07760,Chr1,2406834,2406905,-,72,0,0
AT1G07770,Chr1,2408203,2409580,-,1378,3469,3043
AT1G07780,Chr1,2410056,2412677,-,2622,413,360
AT1G07790,Chr1,2412980,2413708,+,729,996,1049
AT1G07795,Chr1,2414286,2414967,+,682,8,4
AT1G07810,Chr1,2416265,2420757,+,4493,1295,1282
AT1G07820,Chr1,2421216,2421947,-,732,1824,1868
AT1G07830,Chr1,2422241,2423655,+,1415,459,462
AT1G07840,Chr1,2424054,2426676,+,2623,490,531
AT1G07850,Chr1,2426745,2428719,+,1975,0,2
AT1G07860,Chr1,2428911,2429431,-,521,1,2
AT1G07870,Chr1,2428773,2432057,-,3285,150,143
AT1G07880,Chr1,2434030,2435763,-,1734,90,106
AT1G07885,Chr1,2436467,2436959,-,493,2,3
AT1G07890,Chr1,2437330,2439665,+,2336,42294,42176
AT1G07900,Chr1,2442622,2443632,+,1011,13,5
AT1G07901,Chr1,2443971,2444123,-,153,77,63
AT1G07910,Chr1,2445470,2454645,+,9176,228,228
AT1G07920,Chr1,2454846,2457321,+,2476,12100,11721
AT1G07930,Chr1,2458244,2460790,+,2547,12631,12089
AT1G07940,Chr1,2462953,2465504,-,2552,6393,5973
AT1G07950,Chr1,2465770,2467022,-,1253,163,168
AT1G07960,Chr1,2467161,2469154,+,1994,362,344
AT1G07970,Chr1,2469286,2472628,-,3343,352,330
AT1G07980,Chr1,2473165,2474927,-,1763,282,303
AT1G07985,Chr1,2475405,2476155,+,751,17,25
AT1G07990,Chr1,2477157,2483138,+,5982,720,701
AT1G08000,Chr1,2483240,2485109,-,1870,294,280
AT1G08005,Chr1,2485344,2485511,+,168,0,0
AT1G08010,Chr1,2485906,2488027,-,2122,449,477
AT1G08030,Chr1,2489501,2493250,-,3750,301,334
AT1G08032,Chr1,2494123,2494315,+,193,0,0
AT1G08035,Chr1,2494402,2495149,+,748,9,9
AT1G08040,Chr1,2495342,2498764,-,3423,304,285
AT1G08050,Chr1,2498836,2501427,-,2592,117,98
AT1G08060,Chr1,2501742,2511084,-,9343,341,339
AT1G08065,Chr1,2511647,2513454,-,1808,0,0
AT1G08070,Chr1,2514192,2516605,-,2414,21,16
AT1G08080,Chr1,2516991,2518546,-,1556,1,0
AT1G08090,Chr1,2524076,2526164,+,2089,4,1
AT1G08100,Chr1,2527170,2529120,-,1951,3,0
AT1G08110,Chr1,2535328,2537931,+,2604,1097,1167
AT1G08115,Chr1,2538076,2538237,-,162,2,3
AT1G08120,Chr1,2538615,2539661,+,1047,12,10
AT1G08125,Chr1,2539614,2542334,-,2721,288,307
AT1G08130,Chr1,2542702,2547946,-,5245,566,594
AT1G08135,Chr1,2548819,2551473,-,2655,7,3
AT1G08140,Chr1,2552036,2555161,-,3126,0,1
AT1G08150,Chr1,2556343,2559074,-,2732,0,1
AT1G08160,Chr1,2559487,2560403,-,917,225,213
AT1G08165,Chr1,2561627,2562148,-,522,36,39
AT1G08170,Chr1,2562941,2563672,-,732,2,0
AT1G08180,Chr1,2564572,2565121,-,550,67,92
AT1G08190,Chr1,2567475,2573393,+,5919,1712,1757
AT1G08200,Chr1,2573848,2576714,-,2867,4463,4603
AT1G08210,Chr1,2577020,2580669,-,3650,255,295
AT1G08220,Chr1,2581022,2583323,-,2302,288,273
AT1G08230,Chr1,2583654,2586744,-,3091,413,348
AT1G08240,Chr1,2588525,2588596,+,72,0,0
AT1G08250,Chr1,2588857,2590301,-,1445,246,279
AT1G08260,Chr1,2590944,2606892,+,15949,385,379
AT1G08270,Chr1,2606269,2607507,-,1239,281,245
AT1G08280,Chr1,2608408,2609853,+,1446,343,328
AT1G08290,Chr1,2609996,2613242,-,3247,21,29
AT1G08300,Chr1,2614774,2618823,+,4050,151,150
AT1G08310,Chr1,2618647,2620452,+,1806,299,344
AT1G08315,Chr1,2620335,2621545,-,1211,145,172
AT1G08320,Chr1,2621904,2627848,-,5945,101,111
AT1G08340,Chr1,2631068,2632871,+,1804,153,156
AT1G08350,Chr1,2632810,2635852,-,3043,329,274
AT1G08360,Chr1,2636011,2637915,+,1905,6585,6927
AT1G08370,Chr1,2638181,2640554,+,2374,1340,1399
AT1G08380,Chr1,2640813,2641828,-,1016,43755,43725
AT1G08390,Chr1,2642214,2643285,+,1072,109,105
AT1G08400,Chr1,2643330,2646035,-,2706,101,100
AT1G08410,Chr1,2646189,2649379,+,3191,514,557
AT1G08420,Chr1,2649537,2657120,+,7584,904,836
AT1G08430,Chr1,2658716,2661029,+,2314,269,270
AT1G08440,Chr1,2663027,2665343,+,2317,0,0
AT1G08450,Chr1,2667798,2671892,-,4095,867,918
AT1G08460,Chr1,2672451,2674628,+,2178,396,385
AT1G08465,Chr1,2675813,2679781,+,3969,137,166
AT1G08470,Chr1,2682127,2684100,-,1974,251,246
AT1G08480,Chr1,2684234,2685621,+,1388,1447,1538
AT1G08490,Chr1,2685659,2688595,-,2937,789,850
AT1G08500,Chr1,2689016,2690045,+,1030,38,43
AT1G08510,Chr1,2691080,2694377,-,3298,1400,1410
AT1G08520,Chr1,2696412,2700959,+,4548,3231,3186
AT1G08530,Chr1,2701226,2703091,+,1866,194,213
AT1G08540,Chr1,2703336,2706845,+,3510,2220,2227
AT1G08550,Chr1,2706924,2709531,+,2608,854,856
AT1G08560,Chr1,2709632,2710912,-,1281,812,903
AT1G08570,Chr1,2712883,2714734,+,1852,689,650
AT1G08580,Chr1,2715079,2716404,-,1326,922,976
AT1G08590,Chr1,2718778,2722221,+,3444,262,224
AT1G08592,Chr1,2718875,2721676,-,2802,200,161
AT1G08600,Chr1,2723824,2733613,+,9790,525,544
AT1G08610,Chr1,2733657,2735819,-,2163,261,272
AT1G08620,Chr1,2736774,2743758,+,6985,508,475
AT1G08630,Chr1,2743761,2747967,-,4207,15,22
AT1G08640,Chr1,2748398,2751278,-,2881,1201,1194
AT1G08650,Chr1,2752154,2753703,+,1550,1274,1185
AT1G08660,Chr1,2757041,2759794,-,2754,618,609
AT1G08670,Chr1,2760346,2761573,-,1228,21,27
AT1G08680,Chr1,2762584,2768967,+,6384,852,761
AT1G08695,Chr1,2769056,2769483,-,428,0,0
AT1G08700,Chr1,2769815,2771477,-,1663,911,890
AT1G08710,Chr1,2771633,2773460,+,1828,162,165
AT1G08720,Chr1,2774030,2779297,+,5268,208,237
AT1G08730,Chr1,2779963,2788447,+,8485,19,20
AT1G08750,Chr1,2801067,2804537,+,3471,227,193
AT1G08760,Chr1,2805371,2808621,+,3251,296,294
AT1G08770,Chr1,2808883,2809747,+,865,252,238
AT1G08780,Chr1,2809778,2811191,-,1414,247,256
AT1G08790,Chr1,2811989,2812646,+,658,0,0
AT1G08800,Chr1,2813061,2818008,-,4948,210,247
AT1G08810,Chr1,2819065,2820395,-,1331,214,223
AT1G08820,Chr1,2821552,2825275,-,3724,614,611
AT1G08830,Chr1,2827061,2829315,+,2255,816,854
AT1G08840,Chr1,2829105,2838469,-,9365,380,327
AT1G08845,Chr1,2838789,2840994,+,2206,194,189
AT1G08860,Chr1,2842153,2846138,+,3986,2,3
AT1G08870,Chr1,2846536,2846608,-,73,0,0
AT1G08880,Chr1,2846949,2847800,-,852,817,827
AT1G08890,Chr1,2848348,2852270,+,3923,116,110
AT1G08900,Chr1,2852454,2855779,+,3326,43,47
AT1G08910,Chr1,2856227,2861170,+,4944,806,815
AT1G08920,Chr1,2867259,2870656,+,3398,141,163
AT1G08930,Chr1,2873465,2877270,+,3806,1261,1266
AT1G08940,Chr1,2877692,2879169,+,1478,115,143
AT1G08950,Chr1,2879303,2879374,+,72,0,0
AT1G08960,Chr1,2879642,2882231,+,2590,289,298
AT1G08970,Chr1,2882524,2884337,+,1814,583,634
AT1G08980,Chr1,2884411,2886620,+,2210,489,450
AT1G08985,Chr1,2887285,2887706,+,422,0,0
AT1G08990,Chr1,2888753,2890959,+,2207,74,66
AT1G09000,Chr1,2891037,2895182,+,4146,123,130
AT1G09010,Chr1,2895166,2899384,-,4219,1055,1002
AT1G09020,Chr1,2899914,2904815,-,4902,1091,1042
AT1G09026,Chr1,2907124,2907279,+,156,0,0
AT1G09030,Chr1,2908611,2909030,-,420,1,1
AT1G09040,Chr1,2911317,2915369,+,4053,87,95
AT1G09050,Chr1,2918031,2920889,+,2859,77,98
AT1G09060,Chr1,2921064,2925762,-,4699,649,699
AT1G09070,Chr1,2927703,2928968,+,1266,1968,2038
AT1G09080,Chr1,2929217,2931841,-,2625,55,49
AT1G09090,Chr1,2932739,2936586,+,3848,111,114
AT1G09100,Chr1,2936528,2939326,-,2799,545,562
AT1G09110,Chr1,2939417,2939488,+,72,0,0
AT1G09130,Chr1,2939570,2942288,-,2719,2614,2710
AT1G09140,Chr1,2942564,2945961,-,3398,1482,1518
AT1G09150,Chr1,2946229,2949159,+,2931,814,855
AT1G09155,Chr1,2949676,2950989,-,1314,21,19
AT1G09157,Chr1,2951665,2952396,-,732,1,3
AT1G09160,Chr1,2952771,2955689,-,2919,489,466
AT1G09170,Chr1,2956589,2962207,-,5619,30,29
AT1G09176,Chr1,2964152,2964604,+,453,5,9
AT1G09180,Chr1,2965023,2965972,+,950,15,12
AT1G09190,Chr1,2966120,2967718,-,1599,93,93
AT1G09195,Chr1,2967940,2971498,-,3559,45,44
AT1G09200,Chr1,2971593,2972199,-,607,3201,3379
AT1G09210,Chr1,2972842,2976750,-,3909,4150,4214
AT1G09220,Chr1,2977792,2979466,-,1675,16,26
AT1G09230,Chr1,2979520,2982624,-,3105,634,622
AT1G09240,Chr1,2984881,2986130,+,1250,1524,1582
AT1G09245,Chr1,2986939,2987393,-,455,0,0
AT1G09250,Chr1,2989378,2990357,+,980,200,205
AT1G09260,Chr1,2993404,2993820,+,417,0,0
AT1G09270,Chr1,2994369,2998222,+,3854,818,809
AT1G09280,Chr1,2998100,3001315,-,3216,404,387
AT1G09290,Chr1,3001517,3003762,-,2246,282,259
AT1G09300,Chr1,3003495,3008213,+,4719,330,307
AT1G09310,Chr1,3009055,3009880,+,826,25364,25963
AT1G09320,Chr1,3009941,3012363,-,2423,171,176
AT1G09330,Chr1,3012762,3015091,-,2330,537,513
AT1G09340,Chr1,3015328,3018234,+,2907,12618,12578
AT1G09350,Chr1,3019819,3021441,+,1623,91,89
AT1G09360,Chr1,3021802,3022368,+,567,0,0
AT1G09370,Chr1,3024896,3025435,+,540,0,0
AT1G09380,Chr1,3026135,3029549,-,3415,6,13
AT1G09390,Chr1,3031203,3033582,+,2380,227,252
AT1G09400,Chr1,3033512,3035036,-,1525,27,28
AT1G09410,Chr1,3035443,3037560,+,2118,26,21
AT1G09415,Chr1,3037754,3038408,-,655,134,164
AT1G09420,Chr1,3038462,3041873,-,3412,345,325
AT1G09421,Chr1,3038631,3039326,+,696,265,244
AT1G09430,Chr1,3041996,3045402,+,3407,1072,1073
AT1G09440,Chr1,3045513,3047893,-,2381,93,103
AT1G09450,Chr1,3049024,3053112,+,4089,89,90
AT1G09460,Chr1,3053901,3055360,+,1460,425,415
AT1G09470,Chr1,3055231,3057443,-,2213,172,191
AT1G09480,Chr1,3057975,3060661,+,2687,22,23
AT1G09483,Chr1,3060992,3061729,-,738,0,1
AT1G09490,Chr1,3064124,3065937,+,1814,289,294
AT1G09500,Chr1,3066699,3068598,+,1900,39,38
AT1G09510,Chr1,3069385,3070910,+,1526,2,1
AT1G09520,Chr1,3070946,3072050,-,1105,263,246
AT1G09530,Chr1,3076582,3079539,+,2958,415,428
AT1G09540,Chr1,3086159,3087912,+,1754,17,22
AT1G09550,Chr1,3089733,3092327,-,2595,0,1
AT1G09560,Chr1,3093839,3094864,+,1026,2959,2839
AT1G09570,Chr1,3095256,3100357,-,5102,1143,1177
AT1G09575,Chr1,3101671,3102925,-,1255,29,29
AT1G09580,Chr1,3104588,3106290,+,1703,212,209
AT1G09590,Chr1,3106502,3107772,+,1271,7401,7256
AT1G09600,Chr1,3108617,3111318,+,2702,44,30
AT1G09610,Chr1,3111694,3112873,+,1180,48,42
AT1G09620,Chr1,3112778,3116699,-,3922,2759,2642
AT1G09625,Chr1,3117137,3117567,-,431,1,0
AT1G09630,Chr1,3118203,3119708,-,1506,417,425
AT1G09640,Chr1,3119878,3122526,+,2649,6432,6020
AT1G09645,Chr1,3122956,3124578,+,1623,217,258
AT1G09650,Chr1,3125807,3127284,+,1478,17,12
AT1G09660,Chr1,3127771,3131094,-,3324,1142,1175
AT1G09665,Chr1,3133095,3133674,+,580,0,0
AT1G09680,Chr1,3134107,3135930,-,1824,27,44
AT1G09690,Chr1,3136188,3137475,-,1288,10247,10238
AT1G09700,Chr1,3137767,3140353,-,2587,287,262
AT1G09710,Chr1,3140868,3144370,+,3503,177,187
AT1G09720,Chr1,3144438,3147303,-,2866,1,0
AT1G09730,Chr1,3147667,3154380,-,6714,417,411
AT1G09740,Chr1,3154532,3156275,+,1744,376,353
